pid,locid,majorarea,hindex,name
182373,315.0,computerscience,8.0,Reginald L. Walker
182374,315.0,computerscience,9.0,Serge D. Van Kriekinge
182377,315.0,computerscience,10.0,Jared B. Fox
182378,315.0,computerscience,4.0,Heng  Yuan
182380,315.0,computerscience,32.0,Kelvin T. Leung
182383,315.0,computerscience,18.0,Jin  Tian
182385,315.0,computerscience,19.0,Ilya  Shpitser
182386,315.0,computerscience,18.0,Elias  Bareinboim
182387,315.0,computerscience,8.0,Inki  Hong
182388,315.0,computerscience,27.0,Darko  Kirovski
182392,315.0,computerscience,2.0,Jennifer L. Wong
182393,315.0,computerscience,3.0,Jessica  Feng
182396,315.0,computerscience,22.0,Sheng  Wei
182397,315.0,computerscience,9.0,Vishwatma A. Goudar
182399,315.0,computerscience,11.0,Jason X. Zheng
182401,315.0,computerscience,11.0,Yongxiang  Liu
182403,315.0,computerscience,3.0,Thomas Y. Yeh
182404,315.0,computerscience,9.0,Adam B. Kaplan
182408,315.0,computerscience,9.0,Beayna  Grigorian
182412,315.0,computerscience,20.0,David M. Cummings
182416,315.0,computerscience,1.0,Michael V. Le
182418,315.0,computerscience,13.0,Lap-Fai  Yu
182421,315.0,computerscience,3.0,Kresimir  Petrinec
182423,315.0,computerscience,11.0,Jingyi  Fang
182426,315.0,computerscience,4.0,Cindy X. Chen
182427,315.0,computerscience,8.0,Shu-Yao  Chien
182430,315.0,computerscience,2.0,Fang  Chu
182431,315.0,computerscience,5.0,Yan N. Law
182432,315.0,computerscience,3.0,Yijian  Bai
182434,315.0,computerscience,13.0,Hyun J. Moon
182438,315.0,computerscience,11.0,Kai  Zeng
182439,315.0,computerscience,8.0,Cheng-en  Guo
182441,315.0,computerscience,10.0,Romeo  Maciuca
182442,315.0,computerscience,8.0,Zijian  Xu
182445,315.0,computerscience,11.0,Zhangzhang  Si
182446,315.0,computerscience,60.0,Mingtian  Zhao
182447,315.0,computerscience,2.0,Zhenyu  Yao
182448,315.0,computerscience,1.0,Tianfu  Wu
182449,315.0,computerscience,10.0,Wenze  Hu
182450,315.0,computerscience,14.0,Brandon  Rothrock
182474,277.0,computerscience,16.0,Yichen  Xie
182476,277.0,computerscience,43.0,Michael  Brudno
182477,277.0,computerscience,40.0,Yueyi I. Liu
182478,277.0,computerscience,6.0,Omkar  Deshpande
182479,277.0,computerscience,16.0,Jason  Flannick
182481,277.0,computerscience,6.0,Dan  Li
182484,277.0,computerscience,3.0,Song S. Liang
182485,277.0,computerscience,9.0,Aikaterini  Argyraki
182492,277.0,computerscience,4.0,Xiaowu J. Su
182493,277.0,computerscience,27.0,Kanna  Shimizu
182496,277.0,computerscience,2.0,Clark W. Barrett
182497,277.0,computerscience,4.0,Satyaki  Das
182506,277.0,computerscience,102.0,Zhaosheng ( Bao
182507,277.0,computerscience,9.0,Eran  Guendelman
182508,277.0,computerscience,17.0,Geoffrey  Irving
182516,277.0,computerscience,14.0,Menelaos I. Karavelas
182518,277.0,computerscience,2.0,Jaewon  Shin
182521,277.0,computerscience,52.0,Niloy J. Mitra
182522,277.0,computerscience,5.0,An  Nguyen
182523,277.0,computerscience,12.0,Daniel  Russel
182527,277.0,computerscience,3.0,Shih-Wei  Liao
182544,277.0,computerscience,54.0,Vitaly  Shmatikov
182545,277.0,computerscience,13.0,Amit J. Patel
182549,277.0,computerscience,17.0,Ajith  Ramanathan
182550,277.0,computerscience,7.0,Anupam  Datta
182551,277.0,computerscience,2.0,Changhua  He
182554,277.0,computerscience,22.0,Chuong B. Do
182555,277.0,computerscience,48.0,Ashutosh  Saxena
182557,277.0,computerscience,11.0,Samuel  Ieong
182558,277.0,computerscience,20.0,Mukund  Sundararajan
182565,277.0,computerscience,8.0,Itay  Lotan
182566,277.0,computerscience,14.0,Mitul  Saha
182567,277.0,computerscience,27.0,Philip  Fong
182568,277.0,computerscience,12.0,Kris  Hauser
182570,277.0,computerscience,36.0,Li-Yi  Wei
182571,277.0,computerscience,17.0,Gaurav  Garg
182573,277.0,computerscience,125.0,David  Koller
182575,277.0,computerscience,14.0,Nahmsuk  Oh
182578,277.0,computerscience,3.0,Shu-Yi  Yu
182583,277.0,computerscience,13.0,Kyoung Y. Cho
182585,277.0,computerscience,13.0,Donghwi  Lee
182586,277.0,computerscience,3.0,Intaik  Park
182587,277.0,computerscience,29.0,Jackwang  Lee
182592,277.0,computerscience,20.0,Parham  Aarabi
182598,277.0,computerscience,32.0,Ryan W. Porter
182600,277.0,computerscience,31.0,Rob  Powers
182604,277.0,computerscience,3.0,Anand  Rajaraman
182605,277.0,computerscience,9.0,Kwong H. Yung
182608,277.0,computerscience,5.0,Milton R. Chen
182609,277.0,computerscience,54.0,Meredith J. Morris
182610,277.0,computerscience,10.0,Manu  Kumar
182611,277.0,computerscience,1.0,Doantam  Phan
183328,54.0,computerscience,52.0,Alfred V. Aho
183329,54.0,"computerscience,robotics",48.0,Peter Kirby Allen
183331,54.0,computerscience,55.0,Peter N. Belhumeur
183333,54.0,computerscience,53.0,Allison  Bishop
183339,54.0,computerscience,19.0,Xi  Chen
183341,54.0,computerscience,46.0,Michael  Collins
183343,54.0,computerscience,56.0,Stephen A. Edwards
183344,54.0,computerscience,27.0,Yaniv  Erlich
183345,54.0,computerscience,53.0,Steven K. Feiner
183347,54.0,computerscience,40.0,Eitan  Grinspun
183348,54.0,computerscience,54.0,Jonathan L. Gross
183351,54.0,computerscience,20.0,Suman  Jana
183352,54.0,computerscience,24.0,David S. Johnson
183353,54.0,computerscience,40.0,Gail E. Kaiser
183354,54.0,computerscience,5.0,John R. Kender
20750,54.0,"neuro,ling,computerscience",54.0,Kathleen R. Mckeown
183361,54.0,"computerscience,robotics",89.0,Shree K. Nayar
183362,54.0,computerscience,34.0,Jason  Nieh
183365,54.0,computerscience,8.0,Dana  Pe'er
20749,405.0,"neuro,ling,mich,computerscience",59.0,Dragomir R. Radev
183368,54.0,computerscience,41.0,Kenneth A. Ross
183369,54.0,computerscience,5.0,Dan  Rubenstein
183374,54.0,computerscience,69.0,Clifford  Stein
21337,5525.0,"neuro,math,computerscience",66.0,Vladimir Naumovich Vapnik
183378,54.0,computerscience,34.0,Venkat  Venkatasubramanian
178563,54.0,"etree,computerscience",3.0,Junfeng  Yang
183383,54.0,"computerscience,robotics",20.0,Changxi  Zheng
183198,54.0,"etree,computerscience",29.0,Gil  Zussman
183390,54.0,computerscience,21.0,David  Waltz
100649,54.0,"neuro,computerscience",75.0,David Meir Blei
183184,54.0,"etree,computerscience",26.0,Vishal  Misra
183370,54.0,computerscience,11.0,Ansaf  Salleb-Aouissi
183381,54.0,computerscience,72.0,Mihalis  Yannakakis
183432,315.0,computerscience,42.0,Jun  Li
183433,315.0,computerscience,18.0,Yi  Xia
183444,315.0,computerscience,25.0,David B. Johnson
183445,315.0,computerscience,12.0,Sanghyun  Park
184200,312.0,computerscience,3.0,Anupam  Gupta
184203,312.0,"computerscience,robotics",94.0,Pieter  Abbeel
181581,277.0,computerscience,65.0,Maneesh  Agrawala
184205,312.0,computerscience,48.0,Krste  Asanović
15670,426.0,"neuro,computerscience,robotics",62.0,Ruzena  Bajcsy
184209,312.0,"computerscience,robotics",3.0,Peter  Bartlett
184213,312.0,computerscience,50.0,Phillip  Colella
184214,312.0,computerscience,102.0,David E. Culler
184218,312.0,computerscience,30.0,Armando  Fox
184219,312.0,computerscience,32.0,Michael  Franklin
177842,312.0,"math,computerscience",68.0,Sanjam  Garg
184223,312.0,"computerscience,robotics",20.0,Ken  Goldberg
184224,312.0,computerscience,3.0,Joseph  Gonzalez
184226,312.0,computerscience,56.0,Marti A. Hearst
184231,312.0,computerscience,76.0,Daniel  Klein
184233,312.0,computerscience,44.0,Elchanan  Mossel
184236,312.0,computerscience,26.0,James  O'brien
67945,312.0,"evol,computerscience",57.0,Lior  Pachter
184238,312.0,computerscience,4.0,Christos  Papadimitriou
184239,312.0,computerscience,25.0,Tapan S. Parikh
184240,312.0,computerscience,6.0,David A. Patterson
184242,312.0,computerscience,84.0,Vern  Paxson
184245,312.0,computerscience,52.0,Ravi  Ramamoorthi
184246,312.0,computerscience,2.0,Satish  Rao
184249,312.0,"computerscience,robotics",84.0,Stuart J. Russell
184250,312.0,computerscience,20.0,Koushik  Sen
184252,312.0,computerscience,9.0,Scott  Shenker
184255,312.0,computerscience,2.0,Dawn  Song
184257,312.0,computerscience,15.0,Ion  Stoica
67944,312.0,"evol,computerscience",54.0,Bernd  Sturmfels
184261,312.0,computerscience,41.0,Umesh  Vazirani
184262,312.0,computerscience,9.0,David  Wagner
184264,312.0,computerscience,50.0,Katherine A. Yelick
95366,312.0,computerscience,75.0,Alexei (Alyosha) Efros
184313,312.0,"robotics,computerscience",38.0,Venkat (Venkatachalam) Anantharam
184415,54.0,"computerscience,robotics",12.0,Atanas  Georgiev
184419,54.0,"computerscience,robotics",12.0,Hao  Dang
184422,54.0,computerscience,26.0,Jinwei  Gu
184423,54.0,computerscience,14.0,Neeraj  Kumar
184427,54.0,computerscience,14.0,Hang  Zhao
184428,54.0,computerscience,25.0,Maritza L. Johnson
184431,54.0,computerscience,61.0,Rebecca L. Collins
184432,54.0,computerscience,17.0,Manhong  Zhao
184433,54.0,computerscience,63.0,Ling  Liu
184434,54.0,computerscience,37.0,Jie  Yin
184435,54.0,computerscience,5.0,Jianbing  Zhao
184436,54.0,computerscience,12.0,Baoxing  Xu
184438,54.0,computerscience,19.0,Nalini  Vasudevan
184446,54.0,computerscience,3.0,Steven J. Henderson
184448,54.0,computerscience,51.0,David  Harmon
184450,54.0,computerscience,7.0,Etienne  Vouga
184461,54.0,computerscience,8.0,Suhit  Gupta
184463,54.0,computerscience,10.0,Rean  Griffith
184464,54.0,computerscience,1.0,Christian  Murphy
184465,54.0,computerscience,30.0,Swapneel  Sheth
184468,54.0,computerscience,2.0,Tiecheng  Liu
184470,54.0,computerscience,21.0,Lijun  Tang
184471,54.0,computerscience,52.0,Hassan H. Malik
184473,54.0,computerscience,20.0,Mitchell J. Morris
184475,54.0,computerscience,5.0,John R. Zhang
184479,54.0,"computerscience,robotics",5.0,Efstathios  Hadjidemetriou
184480,54.0,"computerscience,robotics",18.0,Rahul  Swaminathan
184481,54.0,"computerscience,robotics",38.0,Srinivasa G. Narasimhan
184482,54.0,"computerscience,robotics",11.0,Kshitiz  Garg
184483,54.0,"computerscience,robotics",9.0,Sujit  Kuthirummal
184484,54.0,"computerscience,robotics",17.0,Oliver  Cossairt
184485,54.0,"computerscience,robotics",12.0,Changyin  Zhou
184487,54.0,computerscience,2.0,Gong  Su
184490,54.0,computerscience,15.0,Alex  Sherman
184496,54.0,computerscience,23.0,Alexander  Gusev
184497,54.0,computerscience,9.0,Snehit  Prabhu
184500,54.0,computerscience,13.0,Bo-Juen  Chen
184501,54.0,computerscience,10.0,El-Ad D. Amir
184502,54.0,computerscience,8.0,Felix  Sanchez Garcia
184503,54.0,computerscience,40.0,Jun  Rao
184505,54.0,computerscience,16.0,Jingren  Zhou
184506,54.0,computerscience,17.0,Julia  Stoyanovich
184509,54.0,computerscience,2.0,Tianbai  Ma
184510,54.0,computerscience,2.0,Kyung-Wook  Hwang
184515,54.0,computerscience,7.0,Wei  Fan
184517,54.0,computerscience,1.0,German  Creamer
184522,54.0,computerscience,1.0,Yingbo  Song
184530,54.0,computerscience,15.0,Adam L. Young
184545,312.0,computerscience,60.0,Benjamin J. Morris
184546,312.0,computerscience,81.0,Steve S. Chien
184547,312.0,computerscience,116.0,Dror  Weitz
184602,238.0,computerscience,8.0,Arthur Jay Bernstein
184603,54.0,"computerscience,math",62.0,Wan Hee Kim
184783,312.0,computerscience,8.0,Sarah L. Bird
184784,312.0,computerscience,4.0,Lillian  Chu
184787,312.0,computerscience,3.0,Fu-Chung  Huang
184789,312.0,"computerscience,robotics",10.0,Ambuj  Tewari
184795,312.0,computerscience,6.0,Ian A. Goldberg
184801,312.0,computerscience,33.0,Sergiu  Nedevschi
184803,312.0,computerscience,4.0,Rabin K. Patra
184805,312.0,computerscience,4.0,Bowei  Du
184809,312.0,computerscience,57.0,Omar M. Bakr
184825,312.0,"computerscience,robotics",5.0,Yan  Zhuang
184828,312.0,"computerscience,robotics",3.0,Tara L. Matthews
184829,312.0,"computerscience,robotics",5.0,Scott A. Carter
184830,312.0,"computerscience,robotics",12.0,Yitao  Duan
184832,312.0,"computerscience,robotics",23.0,Ana R. Chang
184836,312.0,"computerscience,robotics",13.0,Jingtao  Wang
184837,312.0,"computerscience,robotics",13.0,Keng-hao  Chang
184839,312.0,"computerscience,robotics",29.0,Anuj  Tewari
184840,312.0,"computerscience,robotics",4.0,Huasha  Zhao
184864,312.0,computerscience,18.0,Frederick C. Wong
184869,312.0,computerscience,16.0,Sukun  Kim
184870,312.0,computerscience,10.0,Jonathan W. Hui
184871,312.0,computerscience,10.0,Jaein  Jeong
184872,312.0,computerscience,5.0,Prabal K. Dutta
184879,312.0,computerscience,14.0,Sirish  Chandrasekaran
184880,312.0,computerscience,12.0,Yanlei  Diao
184882,312.0,computerscience,53.0,Matthew M. Denny
184892,312.0,computerscience,17.0,Melody Y. Ivory
184893,464.0,computerscience,20.0,Cecilia R. Aragon
184895,312.0,computerscience,45.0,Preslav I. Nakov
184897,312.0,computerscience,10.0,Christine  Robson
184900,312.0,computerscience,19.0,Vijayshankar  Raman
184901,312.0,computerscience,58.0,Megan C. Thomas
184902,312.0,computerscience,23.0,Mehul A. Shah
184905,312.0,computerscience,1.0,David C. Chu
184907,312.0,computerscience,19.0,Kuang  Chen
184909,312.0,computerscience,39.0,Geoffrey R. Pike
184911,312.0,computerscience,12.0,Yanbin  Zhao
184914,312.0,computerscience,1.0,Tina H. Wong
184915,312.0,computerscience,7.0,Chen-Nee  Chuah
184916,312.0,computerscience,20.0,Jiahe H. Wang
184918,312.0,computerscience,1.0,Bhaskaran  Raman
184919,312.0,computerscience,1.0,Jimmy S. Shih
184920,312.0,computerscience,1.0,Zhuoqing  Mao
184921,312.0,computerscience,16.0,Sharad  Agarwal
184923,312.0,computerscience,23.0,Melvin M. Tsai
184924,312.0,computerscience,13.0,Lakshminarayanan  Subramanian
184928,312.0,computerscience,8.0,Mukund  Seshadri
184929,312.0,computerscience,37.0,Fang  Yu
184930,312.0,computerscience,16.0,Weidong  Cui
184933,312.0,computerscience,4.0,Gunho  Lee
184934,312.0,computerscience,31.0,Yanpei  Chen
184941,312.0,computerscience,7.0,Byung-Gon  Chun
184952,312.0,computerscience,17.0,Westley R. Weimer
184956,312.0,computerscience,6.0,Arindam  Chakrabarti
184960,312.0,computerscience,21.0,Adam W. Bargteil
184963,312.0,computerscience,19.0,Nuttapong  Chentanez
184964,312.0,computerscience,9.0,Tolga G. Goktekin
184968,312.0,computerscience,103.0,Deborah G. Goldman
184971,312.0,computerscience,4.0,Felix T. Wu
184974,312.0,computerscience,7.0,Henry C. Lin
184978,312.0,computerscience,3.0,Neha  Kumar
184985,312.0,computerscience,22.0,Kurt  Thomas
184986,312.0,computerscience,12.0,Jiamin  Bai
184994,312.0,"computerscience,robotics",28.0,David  Andre
185001,312.0,"computerscience,robotics",6.0,Nimar S. Arora
185002,312.0,"computerscience,robotics",7.0,Shaunak  Chatterjee
185004,312.0,computerscience,7.0,Pallavi  Joshi
185007,312.0,computerscience,34.0,Maryann  Simmons
185011,312.0,computerscience,24.0,Cynthia  Maxwell
185015,312.0,computerscience,15.0,Daekyeong  Moon
185018,312.0,computerscience,6.0,Junda  Liu
185025,312.0,computerscience,6.0,Prateek  Saxena
185026,312.0,computerscience,20.0,Chia Y. Cho
185032,312.0,computerscience,22.0,Dilip A. Joseph
185036,312.0,computerscience,9.0,Sameer  Agarwal
185043,312.0,computerscience,7.0,Thomas W. Watson
185044,312.0,computerscience,20.0,Xiaodong D. Song
185048,312.0,computerscience,28.0,Sanjoy  Dasgupta
185049,312.0,computerscience,36.0,Andris  Ambainis
185054,312.0,computerscience,21.0,Benjamin W. Reichardt
185057,312.0,computerscience,8.0,Guoming  Wang
185058,312.0,computerscience,12.0,Anupam  Prakash
185070,312.0,computerscience,17.0,Timothy J. Callahan
185073,312.0,computerscience,20.0,Eylon  Caspi
185074,312.0,computerscience,3.0,Joseph C. Yeh
185076,312.0,computerscience,19.0,Marghoob  Mohiyuddin
185078,312.0,computerscience,38.0,Adam M. Joseph
185079,312.0,computerscience,30.0,Eun-Jin  Im
185080,312.0,computerscience,20.0,Wei-Yu  Chen
185083,312.0,computerscience,1.0,Jimmy Z. Su
185479,312.0,computerscience,4.0,Youngung  Shon
185480,312.0,computerscience,11.0,Xiaorui  Chen
185482,312.0,computerscience,19.0,Adarsh  Krishnamurthy
185486,312.0,computerscience,15.0,Wei  Li
185806,312.0,computerscience,14.0,Weihua  Gu
186057,287.0,computerscience,2.0,Aruna  Balasubramanian
186059,287.0,computerscience,62.0,Ritwik  Banerjee
186060,287.0,computerscience,3.0,Michael  Bender
186062,287.0,computerscience,2.0,Jing  Chen
186063,287.0,computerscience,57.0,Rezaul  Chowdhury
186064,287.0,computerscience,15.0,Samir R. Das
186068,287.0,computerscience,12.0,Anshul  Gandhi
186069,287.0,computerscience,4.0,Jie  Gao
186070,287.0,computerscience,41.0,Phillipa  Gill
176573,287.0,computerscience,8.0,Xianfeng  Gu
186072,287.0,computerscience,24.0,Rob  Johnson
186073,287.0,computerscience,50.0,Arie  Kaufman
186074,287.0,computerscience,26.0,Robert F. Kelly
186077,287.0,computerscience,16.0,Ellen  Liu
186078,287.0,computerscience,28.0,Long  Lu
186080,287.0,computerscience,2.0,Richard  Mckenna
186081,287.0,computerscience,36.0,Klaus  Mueller
186083,398.0,computerscience,12.0,Rob  Patro
186085,287.0,computerscience,25.0,Donald  Porter
186086,287.0,computerscience,34.0,Hong  Qin
186089,287.0,computerscience,30.0,Dimitris  Samaras
186095,287.0,computerscience,37.0,Steven  Skiena
186096,287.0,computerscience,38.0,Scott  Smolka
186098,287.0,computerscience,36.0,Scott  Stoller
186099,287.0,computerscience,7.0,Allen  Tannenbaum
182429,287.0,computerscience,24.0,Fusheng  Wang
186087,287.0,computerscience,15.0,C. R. Ramakrishnan
186088,287.0,computerscience,35.0,I. V. Ramakrishnan
186103,287.0,computerscience,1.0,Muhammad Asiful Islam
187215,287.0,computerscience,14.0,Ashish  Tiwari
187219,287.0,computerscience,23.0,Zongheng  Zhou
187221,287.0,computerscience,6.0,Xianjin  Zhu
187223,287.0,computerscience,7.0,Dengpan  Zhou
187227,287.0,computerscience,22.0,Rik  Sarkar
187228,287.0,computerscience,11.0,Rupa  Krishnan
187229,287.0,computerscience,1.0,Xiaomeng  Ban
187230,287.0,computerscience,12.0,Akshay  Patil
187233,287.0,computerscience,15.0,Ingmar  Bitter
187234,287.0,computerscience,28.0,Huamin  Qu
187236,287.0,computerscience,12.0,Xiaoming  Wei
187237,287.0,computerscience,27.0,Ye  Zhao
187238,287.0,computerscience,11.0,Jianning  Wang
187239,287.0,computerscience,21.0,Feng  Qiu
187240,287.0,computerscience,19.0,Susan L. Frank
187241,287.0,computerscience,5.0,Kaloian  Petkov
187242,287.0,computerscience,3.0,Krishna C. Gurijala
187243,287.0,computerscience,18.0,Hasan  Davulcu
187245,287.0,computerscience,3.0,Saikat  Mukherjee
187246,287.0,computerscience,19.0,Hui  Wan
187247,287.0,computerscience,11.0,Senlin  Liang
187248,287.0,computerscience,11.0,Neophytos  Neophytou
187250,287.0,computerscience,22.0,Supriya  Garg
187252,287.0,computerscience,7.0,Ziyi  Zheng
187253,287.0,computerscience,6.0,Zhiyuan  Zhang
187255,287.0,computerscience,12.0,Ye  Duan
187256,287.0,computerscience,7.0,Haixia  Du
187257,287.0,computerscience,23.0,Jing  Hua
187259,287.0,computerscience,17.0,Xiaohu  Guo
187260,287.0,computerscience,24.0,Sen  Wang
187261,287.0,computerscience,10.0,Hongyu  Wang
187262,287.0,computerscience,7.0,Kexiang  Wang
187263,287.0,computerscience,9.0,Tingbo  Hou
187264,287.0,computerscience,3.0,Xiaoqun  Du
187268,287.0,computerscience,21.0,Ping  Yang
187269,287.0,computerscience,7.0,Diptikalyan  Saha
187270,287.0,computerscience,1.0,Anu  Singh
187273,287.0,computerscience,23.0,Zan  Sun
187275,287.0,computerscience,5.0,Yevgen  Borodin
187276,287.0,computerscience,7.0,Chang  Zhao
187277,287.0,computerscience,6.0,Faisal  Ahmed
187278,287.0,computerscience,5.0,Alexandros  Panagopoulos
187280,287.0,computerscience,14.0,Yun  Zeng
187283,287.0,computerscience,1.0,Ajay K. Gupta
187285,287.0,computerscience,2.0,Zhenkai  Liang
187286,287.0,computerscience,22.0,Vladimir  Filkov
187287,287.0,computerscience,7.0,Vinhthuy T. Phan
187289,287.0,computerscience,11.0,Saumyadipta  Pyne
