grantid,pid,BUDGET_START
55643,441620,10/01/1986
55643,459389,10/01/1986
55643,461072,10/01/1986
55643,588669,10/01/1986
55643,679029,10/01/1986
55647,91860,10/01/1986
55647,417175,10/01/1986
55647,445653,10/01/1986
55647,463912,10/01/1986
55647,477926,10/01/1986
55649,519942,10/01/1986
55650,178896,10/01/1986
55650,179022,10/01/1986
55650,181610,10/01/1986
55650,411864,10/01/1986
55650,423013,10/01/1986
55650,423692,10/01/1986
55650,425839,10/01/1986
55650,427933,10/01/1986
55650,427961,10/01/1986
55650,430595,10/01/1986
55650,432534,10/01/1986
55650,433934,10/01/1986
55650,436027,10/01/1986
55650,436332,10/01/1986
55650,438300,10/01/1986
55650,442643,10/01/1986
55650,443075,10/01/1986
55650,490119,10/01/1986
55650,503304,10/01/1986
55650,519954,10/01/1986
55650,582167,10/01/1986
55652,426715,10/01/1986
55660,441564,10/01/1986
55660,456769,10/01/1986
55660,558169,10/01/1986
55663,189297,10/01/1986
55664,441411,10/01/1986
55664,444666,10/01/1986
55664,620808,10/01/1986
55665,180180,10/01/1986
55665,718219,10/01/1986
55667,95365,10/01/1986
55667,180195,10/01/1986
55667,412816,10/01/1986
55667,423723,10/01/1986
55667,425081,10/01/1986
55667,433042,10/01/1986
55667,439597,10/01/1986
55667,449826,10/01/1986
55667,485094,10/01/1986
55667,490621,10/01/1986
55667,519941,10/01/1986
55667,667139,10/01/1986
55667,686944,10/01/1986
55672,519942,10/01/1986
55675,178713,10/01/1986
55675,412835,10/01/1986
55675,413205,10/01/1986
55675,417181,10/01/1986
55675,418207,10/01/1986
55675,419110,10/01/1986
55675,419370,10/01/1986
55675,420184,10/01/1986
55675,422996,10/01/1986
55675,428893,10/01/1986
55675,481053,10/01/1986
55675,592565,10/01/1986
55676,115488,10/01/1986
55676,478825,10/01/1986
55680,75075,10/01/1986
55680,203335,10/01/1986
55680,412556,10/01/1986
55680,416520,10/01/1986
55680,421861,10/01/1986
55680,426229,10/01/1986
55680,432005,10/01/1986
55680,449857,10/01/1986
55680,460486,10/01/1986
55680,463575,10/01/1986
55680,522039,10/01/1986
55680,706351,10/01/1986
55682,420452,10/01/1986
55682,422822,10/01/1986
55682,481635,10/01/1986
55682,609618,10/01/1986
55682,679028,10/01/1986
55682,727479,10/01/1986
55685,180527,10/01/1986
55685,184240,10/01/1986
55685,191733,10/01/1986
55685,412901,10/01/1986
55685,620412,10/01/1986
55688,188240,10/01/1986
55688,418512,10/01/1986
55688,440344,10/01/1986
55692,184828,10/01/1986
55692,416264,10/01/1986
55692,422878,10/01/1986
55692,478040,10/01/1986
55694,441564,10/01/1986
55694,456769,10/01/1986
55694,558169,10/01/1986
55695,178896,10/01/1986
55695,179022,10/01/1986
55695,181610,10/01/1986
55695,411864,10/01/1986
55695,423013,10/01/1986
55695,423692,10/01/1986
55695,425839,10/01/1986
55695,427933,10/01/1986
55695,427961,10/01/1986
55695,430595,10/01/1986
55695,432534,10/01/1986
55695,433934,10/01/1986
55695,436027,10/01/1986
55695,436332,10/01/1986
55695,438300,10/01/1986
55695,442643,10/01/1986
55695,443075,10/01/1986
55695,490119,10/01/1986
55695,503304,10/01/1986
55695,519954,10/01/1986
55695,582167,10/01/1986
55699,115482,10/01/1986
55699,115487,10/01/1986
55699,178908,10/01/1986
55699,178952,10/01/1986
55699,179145,10/01/1986
55699,179183,10/01/1986
55699,182209,10/01/1986
55699,182272,10/01/1986
55699,182279,10/01/1986
55699,182298,10/01/1986
55699,182299,10/01/1986
55699,182337,10/01/1986
55699,182585,10/01/1986
55699,182587,10/01/1986
55699,184933,10/01/1986
55699,189149,10/01/1986
55699,189185,10/01/1986
55699,251305,10/01/1986
55699,412557,10/01/1986
55699,412792,10/01/1986
55699,412897,10/01/1986
55699,415911,10/01/1986
55699,416366,10/01/1986
55699,416633,10/01/1986
55699,416913,10/01/1986
55699,417390,10/01/1986
55699,417868,10/01/1986
55699,418191,10/01/1986
55699,418206,10/01/1986
55699,418429,10/01/1986
55699,418573,10/01/1986
55699,418708,10/01/1986
55699,418718,10/01/1986
55699,418813,10/01/1986
55699,419095,10/01/1986
55699,419610,10/01/1986
55699,419943,10/01/1986
55699,420397,10/01/1986
55699,420399,10/01/1986
55699,420848,10/01/1986
55699,421105,10/01/1986
55699,421550,10/01/1986
55699,421700,10/01/1986
55699,422355,10/01/1986
55699,422403,10/01/1986
55699,422663,10/01/1986
55699,422672,10/01/1986
55699,422925,10/01/1986
55699,423264,10/01/1986
55699,423914,10/01/1986
55699,425006,10/01/1986
55699,425014,10/01/1986
55699,425326,10/01/1986
55699,426419,10/01/1986
55699,426608,10/01/1986
55699,426642,10/01/1986
55699,426721,10/01/1986
55699,426759,10/01/1986
55699,427093,10/01/1986
55699,427930,10/01/1986
55699,428262,10/01/1986
55699,428440,10/01/1986
55699,428441,10/01/1986
55699,428452,10/01/1986
55699,428688,10/01/1986
55699,429059,10/01/1986
55699,430026,10/01/1986
55699,430035,10/01/1986
55699,430606,10/01/1986
55699,430709,10/01/1986
55699,430877,10/01/1986
55699,432425,10/01/1986
55699,432692,10/01/1986
55699,432700,10/01/1986
55699,432809,10/01/1986
55699,432976,10/01/1986
55699,433812,10/01/1986
55699,433839,10/01/1986
55699,433889,10/01/1986
55699,436115,10/01/1986
55699,436303,10/01/1986
55699,436531,10/01/1986
55699,436543,10/01/1986
55699,439555,10/01/1986
55699,439903,10/01/1986
55699,440600,10/01/1986
55699,440607,10/01/1986
55699,442253,10/01/1986
55699,442768,10/01/1986
55699,443155,10/01/1986
55699,446028,10/01/1986
55699,449837,10/01/1986
55699,449948,10/01/1986
55699,450931,10/01/1986
55699,456783,10/01/1986
55699,456854,10/01/1986
55699,457068,10/01/1986
55699,458460,10/01/1986
55699,460519,10/01/1986
55699,463095,10/01/1986
55699,463582,10/01/1986
55699,463677,10/01/1986
55699,482521,10/01/1986
55699,483575,10/01/1986
55699,485589,10/01/1986
55699,523555,10/01/1986
55699,552822,10/01/1986
55699,574298,10/01/1986
55699,589448,10/01/1986
55699,591862,10/01/1986
55699,599346,10/01/1986
55699,608868,10/01/1986
55699,613115,10/01/1986
55699,667915,10/01/1986
55699,668296,10/01/1986
55699,668300,10/01/1986
55699,670018,10/01/1986
55699,679391,10/01/1986
55699,679392,10/01/1986
55701,115482,10/01/1986
55701,115487,10/01/1986
55701,178908,10/01/1986
55701,178952,10/01/1986
55701,179145,10/01/1986
55701,179183,10/01/1986
55701,182209,10/01/1986
55701,182272,10/01/1986
55701,182279,10/01/1986
55701,182298,10/01/1986
55701,182299,10/01/1986
55701,182337,10/01/1986
55701,182585,10/01/1986
55701,182587,10/01/1986
55701,184933,10/01/1986
55701,189149,10/01/1986
55701,189185,10/01/1986
55701,251305,10/01/1986
55701,412557,10/01/1986
55701,412792,10/01/1986
55701,412897,10/01/1986
55701,415911,10/01/1986
55701,416366,10/01/1986
55701,416633,10/01/1986
55701,416913,10/01/1986
55701,417390,10/01/1986
55701,417868,10/01/1986
55701,418191,10/01/1986
55701,418206,10/01/1986
55701,418429,10/01/1986
55701,418573,10/01/1986
55701,418708,10/01/1986
55701,418718,10/01/1986
55701,418813,10/01/1986
55701,419095,10/01/1986
55701,419610,10/01/1986
55701,419943,10/01/1986
55701,420397,10/01/1986
55701,420399,10/01/1986
55701,420848,10/01/1986
55701,421105,10/01/1986
55701,421550,10/01/1986
55701,421700,10/01/1986
55701,422355,10/01/1986
55701,422403,10/01/1986
55701,422663,10/01/1986
55701,422672,10/01/1986
55701,422925,10/01/1986
55701,423264,10/01/1986
55701,423914,10/01/1986
55701,425006,10/01/1986
55701,425014,10/01/1986
55701,425326,10/01/1986
55701,426419,10/01/1986
55701,426608,10/01/1986
55701,426642,10/01/1986
55701,426721,10/01/1986
55701,426759,10/01/1986
55701,427093,10/01/1986
55701,427930,10/01/1986
55701,428262,10/01/1986
55701,428440,10/01/1986
55701,428441,10/01/1986
55701,428452,10/01/1986
55701,428688,10/01/1986
55701,429059,10/01/1986
55701,430026,10/01/1986
55701,430035,10/01/1986
55701,430606,10/01/1986
55701,430709,10/01/1986
55701,430877,10/01/1986
55701,432425,10/01/1986
55701,432692,10/01/1986
55701,432700,10/01/1986
55701,432809,10/01/1986
55701,432976,10/01/1986
55701,433812,10/01/1986
55701,433839,10/01/1986
55701,433889,10/01/1986
55701,436115,10/01/1986
55701,436303,10/01/1986
55701,436531,10/01/1986
55701,436543,10/01/1986
55701,439555,10/01/1986
55701,439903,10/01/1986
55701,440600,10/01/1986
55701,440607,10/01/1986
55701,442253,10/01/1986
55701,442768,10/01/1986
55701,443155,10/01/1986
55701,446028,10/01/1986
55701,449837,10/01/1986
55701,449948,10/01/1986
55701,450931,10/01/1986
55701,456783,10/01/1986
55701,456854,10/01/1986
55701,457068,10/01/1986
55701,458460,10/01/1986
55701,460519,10/01/1986
55701,463095,10/01/1986
55701,463582,10/01/1986
55701,463677,10/01/1986
55701,482521,10/01/1986
55701,483575,10/01/1986
55701,485589,10/01/1986
55701,523555,10/01/1986
55701,552822,10/01/1986
55701,574298,10/01/1986
55701,589448,10/01/1986
55701,591862,10/01/1986
55701,599346,10/01/1986
55701,608868,10/01/1986
55701,613115,10/01/1986
55701,667915,10/01/1986
55701,668296,10/01/1986
55701,668300,10/01/1986
55701,670018,10/01/1986
55701,679391,10/01/1986
55701,679392,10/01/1986
55703,176611,10/01/1986
55703,182359,10/01/1986
55703,189218,10/01/1986
55703,417125,10/01/1986
55703,418328,10/01/1986
55703,418603,10/01/1986
55703,421553,10/01/1986
55703,423149,10/01/1986
55703,428862,10/01/1986
55703,434060,10/01/1986
55703,435695,10/01/1986
55703,452310,10/01/1986
55703,461326,10/01/1986
55703,462363,10/01/1986
55703,714370,10/01/1986
55704,433458,10/01/1986
55704,450380,10/01/1986
55704,457070,10/01/1986
55707,441411,10/01/1986
55707,444666,10/01/1986
55707,620808,10/01/1986
55713,183352,10/01/1986
55713,183444,10/01/1986
55713,184428,10/01/1986
55713,186072,10/01/1986
55713,251301,10/01/1986
55713,413140,10/01/1986
55713,415650,10/01/1986
55713,419321,10/01/1986
55713,419698,10/01/1986
55713,433435,10/01/1986
55713,439615,10/01/1986
55713,559323,10/01/1986
55713,645008,10/01/1986
55713,727480,10/01/1986
55717,418800,10/01/1986
55717,428591,10/01/1986
55721,184219,10/01/1986
55721,478761,10/01/1986
55724,610327,10/01/1986
55727,115512,10/01/1986
55727,184249,10/01/1986
55727,422742,10/01/1986
55730,422983,10/01/1986
55730,426695,10/01/1986
55731,236,10/01/1986
55731,416606,10/01/1986
55731,434881,10/01/1986
55732,440592,10/01/1986
55740,415780,10/01/1986
55742,176496,10/01/1986
55742,180203,10/01/1986
55742,411984,10/01/1986
55742,412771,10/01/1986
55742,419114,10/01/1986
55742,420324,10/01/1986
55742,427960,10/01/1986
55742,441123,10/01/1986
55742,443160,10/01/1986
55742,462278,10/01/1986
55742,478770,10/01/1986
55742,482572,10/01/1986
55742,584091,10/01/1986
55742,592706,10/01/1986
55742,641010,10/01/1986
55742,667140,10/01/1986
55743,411712,10/01/1986
55743,411734,10/01/1986
55743,416208,10/01/1986
55744,423527,10/01/1986
55745,168205,10/01/1986
55753,441564,10/01/1986
55753,456769,10/01/1986
55753,558169,10/01/1986
55760,412744,10/01/1986
55761,416601,10/01/1986
55761,419389,10/01/1986
55761,479413,10/01/1986
55767,168025,10/01/1986
55767,191721,10/01/1986
55767,412848,10/01/1986
55767,421166,10/01/1986
55767,430084,10/01/1986
55767,436085,10/01/1986
55767,450875,10/01/1986
55767,633013,10/01/1986
55768,412971,10/01/1986
55768,459316,10/01/1986
55772,183352,10/01/1986
55772,183444,10/01/1986
55772,184428,10/01/1986
55772,186072,10/01/1986
55772,251301,10/01/1986
55772,413140,10/01/1986
55772,415650,10/01/1986
55772,419321,10/01/1986
55772,419698,10/01/1986
55772,433435,10/01/1986
55772,439615,10/01/1986
55772,559323,10/01/1986
55772,645008,10/01/1986
55778,115488,10/01/1986
55778,478825,10/01/1986
55782,423527,10/01/1986
55790,412738,10/01/1986
55790,416284,10/01/1986
55793,188240,10/01/1986
55793,418512,10/01/1986
55793,440344,10/01/1986
55795,184828,10/01/1986
55795,416264,10/01/1986
55795,422878,10/01/1986
55795,478040,10/01/1986
55800,115482,10/01/1986
55800,115487,10/01/1986
55800,178908,10/01/1986
55800,178952,10/01/1986
55800,179145,10/01/1986
55800,179183,10/01/1986
55800,182209,10/01/1986
55800,182272,10/01/1986
55800,182279,10/01/1986
55800,182298,10/01/1986
55800,182299,10/01/1986
55800,182337,10/01/1986
55800,182585,10/01/1986
55800,182587,10/01/1986
55800,184933,10/01/1986
55800,189149,10/01/1986
55800,189185,10/01/1986
55800,251305,10/01/1986
55800,412557,10/01/1986
55800,412792,10/01/1986
55800,412897,10/01/1986
55800,415911,10/01/1986
55800,416366,10/01/1986
55800,416633,10/01/1986
55800,416913,10/01/1986
55800,417390,10/01/1986
55800,417868,10/01/1986
55800,418191,10/01/1986
55800,418206,10/01/1986
55800,418429,10/01/1986
55800,418573,10/01/1986
55800,418708,10/01/1986
55800,418718,10/01/1986
55800,418813,10/01/1986
55800,419095,10/01/1986
55800,419610,10/01/1986
55800,419943,10/01/1986
55800,420397,10/01/1986
55800,420399,10/01/1986
55800,420848,10/01/1986
55800,421105,10/01/1986
55800,421550,10/01/1986
55800,421700,10/01/1986
55800,422355,10/01/1986
55800,422403,10/01/1986
55800,422663,10/01/1986
55800,422672,10/01/1986
55800,422925,10/01/1986
55800,423264,10/01/1986
55800,423914,10/01/1986
55800,425006,10/01/1986
55800,425014,10/01/1986
55800,425326,10/01/1986
55800,426419,10/01/1986
55800,426608,10/01/1986
55800,426642,10/01/1986
55800,426721,10/01/1986
55800,426759,10/01/1986
55800,427093,10/01/1986
55800,427930,10/01/1986
55800,428262,10/01/1986
55800,428440,10/01/1986
55800,428441,10/01/1986
55800,428452,10/01/1986
55800,428688,10/01/1986
55800,429059,10/01/1986
55800,430026,10/01/1986
55800,430035,10/01/1986
55800,430606,10/01/1986
55800,430709,10/01/1986
55800,430877,10/01/1986
55800,432425,10/01/1986
55800,432692,10/01/1986
55800,432700,10/01/1986
55800,432809,10/01/1986
55800,432976,10/01/1986
55800,433812,10/01/1986
55800,433839,10/01/1986
55800,433889,10/01/1986
55800,436115,10/01/1986
55800,436303,10/01/1986
55800,436531,10/01/1986
55800,436543,10/01/1986
55800,439555,10/01/1986
55800,439903,10/01/1986
55800,440600,10/01/1986
55800,440607,10/01/1986
55800,442253,10/01/1986
55800,442768,10/01/1986
55800,443155,10/01/1986
55800,446028,10/01/1986
55800,449837,10/01/1986
55800,449948,10/01/1986
55800,450931,10/01/1986
55800,456783,10/01/1986
55800,456854,10/01/1986
55800,457068,10/01/1986
55800,458460,10/01/1986
55800,460519,10/01/1986
55800,463095,10/01/1986
55800,463582,10/01/1986
55800,463677,10/01/1986
55800,482521,10/01/1986
55800,483575,10/01/1986
55800,485589,10/01/1986
55800,523555,10/01/1986
55800,552822,10/01/1986
55800,574298,10/01/1986
55800,589448,10/01/1986
55800,591862,10/01/1986
55800,599346,10/01/1986
55800,608868,10/01/1986
55800,613115,10/01/1986
55800,667915,10/01/1986
55800,668296,10/01/1986
55800,668300,10/01/1986
55800,670018,10/01/1986
55800,679391,10/01/1986
55800,679392,10/01/1986
55802,115482,10/01/1986
55802,115487,10/01/1986
55802,178908,10/01/1986
55802,178952,10/01/1986
55802,179145,10/01/1986
55802,179183,10/01/1986
55802,182209,10/01/1986
55802,182272,10/01/1986
55802,182279,10/01/1986
55802,182298,10/01/1986
55802,182299,10/01/1986
55802,182337,10/01/1986
55802,182585,10/01/1986
55802,182587,10/01/1986
55802,184933,10/01/1986
55802,189149,10/01/1986
55802,189185,10/01/1986
55802,251305,10/01/1986
55802,412557,10/01/1986
55802,412792,10/01/1986
55802,412897,10/01/1986
55802,415911,10/01/1986
55802,416366,10/01/1986
55802,416633,10/01/1986
55802,416913,10/01/1986
55802,417390,10/01/1986
55802,417868,10/01/1986
55802,418191,10/01/1986
55802,418206,10/01/1986
55802,418429,10/01/1986
55802,418573,10/01/1986
55802,418708,10/01/1986
55802,418718,10/01/1986
55802,418813,10/01/1986
55802,419095,10/01/1986
55802,419610,10/01/1986
55802,419943,10/01/1986
55802,420397,10/01/1986
55802,420399,10/01/1986
55802,420848,10/01/1986
55802,421105,10/01/1986
55802,421550,10/01/1986
55802,421700,10/01/1986
55802,422355,10/01/1986
55802,422403,10/01/1986
55802,422663,10/01/1986
55802,422672,10/01/1986
55802,422925,10/01/1986
55802,423264,10/01/1986
55802,423914,10/01/1986
55802,425006,10/01/1986
55802,425014,10/01/1986
55802,425326,10/01/1986
55802,426419,10/01/1986
55802,426608,10/01/1986
55802,426642,10/01/1986
55802,426721,10/01/1986
55802,426759,10/01/1986
55802,427093,10/01/1986
55802,427930,10/01/1986
55802,428262,10/01/1986
55802,428440,10/01/1986
55802,428441,10/01/1986
55802,428452,10/01/1986
55802,428688,10/01/1986
55802,429059,10/01/1986
55802,430026,10/01/1986
55802,430035,10/01/1986
55802,430606,10/01/1986
55802,430709,10/01/1986
55802,430877,10/01/1986
55802,432425,10/01/1986
55802,432692,10/01/1986
55802,432700,10/01/1986
55802,432809,10/01/1986
55802,432976,10/01/1986
55802,433812,10/01/1986
55802,433839,10/01/1986
55802,433889,10/01/1986
55802,436115,10/01/1986
55802,436303,10/01/1986
55802,436531,10/01/1986
55802,436543,10/01/1986
55802,439555,10/01/1986
55802,439903,10/01/1986
55802,440600,10/01/1986
55802,440607,10/01/1986
55802,442253,10/01/1986
55802,442768,10/01/1986
55802,443155,10/01/1986
55802,446028,10/01/1986
55802,449837,10/01/1986
55802,449948,10/01/1986
55802,450931,10/01/1986
55802,456783,10/01/1986
55802,456854,10/01/1986
55802,457068,10/01/1986
55802,458460,10/01/1986
55802,460519,10/01/1986
55802,463095,10/01/1986
55802,463582,10/01/1986
55802,463677,10/01/1986
55802,482521,10/01/1986
55802,483575,10/01/1986
55802,485589,10/01/1986
55802,523555,10/01/1986
55802,552822,10/01/1986
55802,574298,10/01/1986
55802,589448,10/01/1986
55802,591862,10/01/1986
55802,599346,10/01/1986
55802,608868,10/01/1986
55802,613115,10/01/1986
55802,667915,10/01/1986
55802,668296,10/01/1986
55802,668300,10/01/1986
55802,670018,10/01/1986
55802,679391,10/01/1986
55802,679392,10/01/1986
55805,176496,10/01/1986
55805,180203,10/01/1986
55805,411984,10/01/1986
55805,412771,10/01/1986
55805,419114,10/01/1986
55805,420324,10/01/1986
55805,427960,10/01/1986
55805,441123,10/01/1986
55805,443160,10/01/1986
55805,462278,10/01/1986
55805,478770,10/01/1986
55805,482572,10/01/1986
55805,584091,10/01/1986
55805,592706,10/01/1986
55805,641010,10/01/1986
55805,667140,10/01/1986
55810,430639,10/01/1986
55811,178763,10/01/1986
55811,411757,10/01/1986
55811,417053,10/01/1986
55811,417708,10/01/1986
55811,419913,10/01/1986
55811,420226,10/01/1986
55811,424132,10/01/1986
55811,428773,10/01/1986
55811,432121,10/01/1986
55811,434343,10/01/1986
55811,463220,10/01/1986
55811,463790,10/01/1986
55811,485000,10/01/1986
55811,646013,10/01/1986
55816,432934,10/01/1986
55821,610327,10/01/1986
55823,183352,10/01/1986
55823,183444,10/01/1986
55823,184428,10/01/1986
55823,186072,10/01/1986
55823,251301,10/01/1986
55823,413140,10/01/1986
55823,415650,10/01/1986
55823,419321,10/01/1986
55823,419698,10/01/1986
55823,433435,10/01/1986
55823,439615,10/01/1986
55823,559323,10/01/1986
55823,645008,10/01/1986
55825,444619,10/01/1986
55827,421418,10/01/1986
55837,416297,10/01/1986
55837,422336,10/01/1986
55837,449825,10/01/1986
55837,576226,10/01/1986
55837,576229,10/01/1986
55838,418800,10/01/1986
55838,428591,10/01/1986
55839,180206,10/01/1986
55839,237493,10/01/1986
55839,435063,10/01/1986
55839,439308,10/01/1986
55839,574306,10/01/1986
55839,616611,10/01/1986
55843,182377,10/01/1986
55843,184218,10/01/1986
55843,415685,10/01/1986
55844,418130,10/01/1986
55844,422876,10/01/1986
55844,460517,10/01/1986
55844,507068,10/01/1986
55844,519943,10/01/1986
55849,412640,10/01/1986
55849,418498,10/01/1986
55849,432025,10/01/1986
55850,176496,10/01/1986
55850,180203,10/01/1986
55850,411984,10/01/1986
55850,412771,10/01/1986
55850,419114,10/01/1986
55850,420324,10/01/1986
55850,427960,10/01/1986
55850,441123,10/01/1986
55850,443160,10/01/1986
55850,462278,10/01/1986
55850,478770,10/01/1986
55850,482572,10/01/1986
55850,584091,10/01/1986
55850,592706,10/01/1986
55850,641010,10/01/1986
55850,667140,10/01/1986
55852,236,10/01/1986
55852,416606,10/01/1986
55852,434881,10/01/1986
55858,430682,10/01/1986
55862,413015,10/01/1986
55862,668590,10/01/1986
55865,441564,10/01/1986
55865,456769,10/01/1986
55865,558169,10/01/1986
55869,416601,10/01/1986
55869,419389,10/01/1986
55869,479413,10/01/1986
55874,183352,10/01/1986
55874,183444,10/01/1986
55874,184428,10/01/1986
55874,186072,10/01/1986
55874,251301,10/01/1986
55874,413140,10/01/1986
55874,415650,10/01/1986
55874,419321,10/01/1986
55874,419698,10/01/1986
55874,433435,10/01/1986
55874,439615,10/01/1986
55874,559323,10/01/1986
55874,645008,10/01/1986
55877,115488,10/01/1986
55877,478825,10/01/1986
55878,423527,10/01/1986
55879,429127,10/01/1986
55879,430373,10/01/1986
55879,477974,10/01/1986
55884,412738,10/01/1986
55884,416284,10/01/1986
55891,115482,10/01/1986
